Gene Name (Hs),Functional Category,Included in which metabolic enzyme/transporter sets (please add your name if you are adding a new gene)
CMPK1,Nucleotide,"Missing from RP+JL, in KB"
APOC4,Lipoproteins,"Missing from RP+JL, in KB"
CCDC102B,Other,"Missing from RP+JL, in KB"
CETP,Lipoproteins,"Missing from RP+JL, in KB"
EGLN2,aKG dependent enzymes,"Missing from RP+JL, in KB"
SUMF1,Sulfate,"Missing from RP+JL, in KB"
AK8,Nucleotide,"Missing from RP+JL, in KB"
SSTR4,Hormone,"Missing from RP+JL, in KB"
PPARD,Metabolism linked transcription factors,"Missing from RP+JL, in KB"
PDK3,Metabolic enzyme modifying protein,"Missing from RP+JL, in KB"
PIR,Metals,"Missing from RP+JL, in KB"
PXDN,Redox,"Missing from RP+JL, in KB"
KDM6A,aKG dependent enzymes,"Missing from RP+JL, in KB"
SIRT2,Sirtuin,"Missing from RP+JL, in KB"
LOX,Lysine,"Missing from RP+JL, in KB"
GM2A,Small Molecule Transport,"Missing from RP+JL, in KB"
ITGAV,,"Missing from RP+JL, in KB"
NFKBIA,Metabolism linked transcription factors,"Missing from RP+JL, in KB"
NRIP1,Metabolism linked transcription factors,"Missing from RP+JL, in KB"
PPARA,Metabolism linked transcription factors,"Missing from RP+JL, in KB"
TFAM,Metabolism linked transcription factors,"Missing from RP+JL, in KB"
LEPRE1,aKG dependent enzymes,"Missing from RP+JL, in KB"
CAV1,Membrane Lipid,"Missing from RP+JL, in KB"
KDM4B,aKG dependent enzymes,"Missing from RP+JL, in KB"
FABP6,Small Molecule Transport,"Missing from RP+JL, in KB"
SREBF1,Metabolism linked transcription factors,"Missing from RP+JL, in KB"
DUS1L,Other,"Missing from RP+JL, in KB"
TNFRSF1A,,"Missing from RP+JL, in KB"
KDM5B,aKG dependent enzymes,"Missing from RP+JL, in KB"
VLDLR,Lipoproteins,"Missing from RP+JL, in KB"
TNXB,,"Missing from RP+JL, in KB"
CPE,Hormone,"Missing from RP+JL, in KB"
OSBPL11,Membrane Lipid,"Missing from RP+JL, in KB"
HDHD1,Other,"Missing from RP+JL, in KB"
FABP9,Small Molecule Transport,"Missing from RP+JL, in KB"
PLIN4,Lipid droplet,"Missing from RP+JL, in KB"
VAT1L,Small Molecule Transport,"Missing from RP+JL, in KB"
HIF1A,Metabolism linked transcription factors,"Missing from RP+JL, in KB"
DUS3L,Other,"Missing from RP+JL, in KB"
SELENOS,Peptide degradation,"Missing from RP+JL, in KB"
LRPPRC,Metabolism linked transcription factors,"In MitoCarta, but not RP, KB or JL"
SDHAF4,Complex II,"In MitoCarta, but not RP, KB or JL"
HIGD2A,Complex IV,"In MitoCarta, but not RP, KB or JL"
LETM1,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
IMMT,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
SURF1,Complex IV,"In MitoCarta, but not RP, KB or JL"
GHITM,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
LYRM4,Metals,"In MitoCarta, but not RP, KB or JL"
SDHAF2,Complex II,"In MitoCarta, but not RP, KB or JL"
TXN2,Redox,"In MitoCarta, but not RP, KB or JL"
MTCH2,Small Molecule Transport,"In MitoCarta, but not RP, KB or JL"
MINOS1,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
PITRM1,Peptide degradation,"In MitoCarta, but not RP, KB or JL"
UQCC1,Complex III,"In MitoCarta, but not RP, KB or JL"
ATPAF2,Proton Transport,"In MitoCarta, but not RP, KB or JL"
COA6,Complex IV,"In MitoCarta, but not RP, KB or JL"
ISCU,Metals,"In MitoCarta, but not RP, KB or JL"
BCKDK,Metabolic enzyme modifying protein,"In MitoCarta, but not RP, KB or JL"
NDUFAF4,Complex I,"In MitoCarta, but not RP, KB or JL"
IBA57,Metals,"In MitoCarta, but not RP, KB or JL"
SDHAF1,Complex II,"In MitoCarta, but not RP, KB or JL"
NDUFAF5,Complex I,"In MitoCarta, but not RP, KB or JL"
LYRM7,Complex III,"In MitoCarta, but not RP, KB or JL"
TRAP1,Complex I,"In MitoCarta, but not RP, KB or JL"
ETHE1,Sulfate,"In MitoCarta, but not RP, KB or JL"
CHCHD3,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
CHCHD10,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
SMDT1,Ion Transport,"In MitoCarta, but not RP, KB or JL"
COX14,Complex IV,"In MitoCarta, but not RP, KB or JL"
LYRM5,Complex I,"In MitoCarta, but not RP, KB or JL"
LIPT2,Fatty Acid,"In MitoCarta, but not RP, KB or JL"
MPC1L,Small Molecule Transport,"In MitoCarta, but not RP, KB or JL"
HSCB,Metals,"In MitoCarta, but not RP, KB or JL"
CISD1,Metals,"In MitoCarta, but not RP, KB or JL"
SCO1,Complex IV,"In MitoCarta, but not RP, KB or JL"
OXNAD1,Redox,"In MitoCarta, but not RP, KB or JL"
COA5,Complex IV,"In MitoCarta, but not RP, KB or JL"
GBAS,Sphingolipid,"In MitoCarta, but not RP, KB or JL"
C19orf70,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
MPV17,Reactive Oxygen,"In MitoCarta, but not RP, KB or JL"
IDE,Peptide degradation,"In MitoCarta, but not RP, KB or JL"
MTCH1,Small Molecule Transport,"In MitoCarta, but not RP, KB or JL"
TRIAP1,Membrane Lipid,"In MitoCarta, but not RP, KB or JL"
MCUR1,Ion Transport,"In MitoCarta, but not RP, KB or JL"
FMC1,Proton Transport,"In MitoCarta, but not RP, KB or JL"
NDUFAF6,Complex I,"In MitoCarta, but not RP, KB or JL"
XPNPEP3,Peptide degradation,"In MitoCarta, but not RP, KB or JL"
NAXE,NAD,"In MitoCarta, but not RP, KB or JL"
SELO,Redox,"In MitoCarta, but not RP, KB or JL"
NDUFAF7,Complex I,"In MitoCarta, but not RP, KB or JL"
OXLD1,Redox,"In MitoCarta, but not RP, KB or JL"
COA3,Complex IV,"In MitoCarta, but not RP, KB or JL"
LAP3,Peptide degradation,"In MitoCarta, but not RP, KB or JL"
NUBPL,Complex I,"In MitoCarta, but not RP, KB or JL"
ROMO1,Reactive Oxygen,"In MitoCarta, but not RP, KB or JL"
HIGD1A,Complex IV,"In MitoCarta, but not RP, KB or JL"
RHOT2,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
CISD3,Metals,"In MitoCarta, but not RP, KB or JL"
BOLA1,Metals,"In MitoCarta, but not RP, KB or JL"
YME1L1,Complex I,"In MitoCarta, but not RP, KB or JL"
ATPAF1,Proton Transport,"In MitoCarta, but not RP, KB or JL"
NDUFAF8,Complex I,"In MitoCarta, but not RP, KB or JL"
DCAKD,CoA,"In MitoCarta, but not RP, KB or JL"
PXMP2,Peroxisome,"In MitoCarta, but not RP, KB or JL"
TTC19,Complex III,"In MitoCarta, but not RP, KB or JL"
MTFR1L,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
PRELID3A,Membrane Lipid,"In MitoCarta, but not RP, KB or JL"
MCU,Ion Transport,"In MitoCarta, but not RP, KB or JL"
CHCHD2,Complex IV,"In MitoCarta, but not RP, KB or JL"
PRELID1,Membrane Lipid,"In MitoCarta, but not RP, KB or JL"
STOM,Ion Transport,"In MitoCarta, but not RP, KB or JL"
NADK2,NAD,"In MitoCarta, but not RP, KB or JL"
MRS2,Ion Transport,"In MitoCarta, but not RP, KB or JL"
PXMP4,Peroxisome,"In MitoCarta, but not RP, KB or JL"
MICU2,Ion Transport,"In MitoCarta, but not RP, KB or JL"
NADX,NAD,"In MitoCarta, but not RP, KB or JL"
OXR1,Reactive Oxygen,"In MitoCarta, but not RP, KB or JL"
MTFP1,Membrane Lipid,"In MitoCarta, but not RP, KB or JL"
COA4,Complex IV,"In MitoCarta, but not RP, KB or JL"
SUGCT,Lysine,"In MitoCarta, but not RP, KB or JL"
TMEM126B,Complex I,"In MitoCarta, but not RP, KB or JL"
CISD2,Autophagy,"In MitoCarta, but not RP, KB or JL"
FUNDC1,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
COX20,Complex IV,"In MitoCarta, but not RP, KB or JL"
PTPMT1,Membrane Lipid,"In MitoCarta, but not RP, KB or JL"
MTFR1,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
MCUB,Ion Transport,"In MitoCarta, but not RP, KB or JL"
OSBPL1A,Membrane Lipid,"In MitoCarta, but not RP, KB or JL"
PET100,Complex IV,"In MitoCarta, but not RP, KB or JL"
GDAP1,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
COQ8B,Ubiquinone,"In MitoCarta, but not RP, KB or JL"
TSPO,Small Molecule Transport,"In MitoCarta, but not RP, KB or JL"
SLC25A48,Small Molecule Transport,"In MitoCarta, but not RP, KB or JL"
MICU1,Ion Transport,"In MitoCarta, but not RP, KB or JL"
NDUFAF3,Complex I,"In MitoCarta, but not RP, KB or JL"
BOLA3,Metals,"In MitoCarta, but not RP, KB or JL"
CHCHD6,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
PEX11B,Peroxisome,"In MitoCarta, but not RP, KB or JL"
PROSC,Vitamin B6,"In MitoCarta, but not RP, KB or JL"
CMPK2,Nucleotide,"In MitoCarta, but not RP, KB or JL"
MFF,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
ACP6,Signalling,"In MitoCarta, but not RP, KB or JL"
5-Mar,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
COA7,Complex I,"In MitoCarta, but not RP, KB or JL"
COA1,Complex I,"In MitoCarta, but not RP, KB or JL"
UQCC2,Complex III,"In MitoCarta, but not RP, KB or JL"
ATAD3A,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
EFHD1,Redox,"In MitoCarta, but not RP, KB or JL"
RAB32,Mitochondrial morphology and function,"In MitoCarta, but not RP, KB or JL"
PREPL,Peptide degradation,"In MitoCarta, but not RP, KB or JL"
NBR1,Autophagy,"In MitoCarta, but not RP, KB or JL"
SERAC1,Membrane Lipid,"In MitoCarta, but not RP, KB or JL"
C10orf10,Autophagy,"In MitoCarta, but not RP, KB or JL"
TIGAR,Glycolysis,Alex Muir
PDP1,Metabolic enzyme modifying protein,Alex Muir
PDP2,Metabolic enzyme modifying protein,Alex Muir
PDPR,Metabolic enzyme modifying protein,Alex Muir
ATG5,Autophagy,Alex Muir
ATG7,Autophagy,Alex Muir
TPP2,Peptide degradation,Alex Muir
THOP1,Peptide degradation,Alex Muir
TPP1,Peptide degradation,Alex Muir
TFEB,Metabolism linked transcription factors,Alex Muir
CD44,Small Molecule Transport,Alex Muir
NFE2L2,Metabolism linked transcription factors,Alex Muir
ATF4,Metabolism linked transcription factors,Alex Muir
PPARGC1A,Metabolism linked transcription factors,Alex Muir
MFN2,Mitochondrial morphology and function,Alex Muir
MFN1,Mitochondrial morphology and function,Alex Muir
OPA1,Mitochondrial morphology and function,Alex Muir
FIS1,Mitochondrial morphology and function,Alex Muir
DNM1L,Mitochondrial morphology and function,Alex Muir
STK11,Metabolic signaling,Alex Muir
PRKAA1,Metabolite sensing,Alex Muir
PRKAB1,Metabolite sensing,Alex Muir
PRKAA2,Metabolite sensing,Alex Muir
PRKAG1,Metabolite sensing,Alex Muir
PRKAG2,Metabolite sensing,Alex Muir
PRKAG3,Metabolite sensing,Alex Muir
PRKAB2,Metabolite sensing,Alex Muir
TSC2,Metabolic signaling,Alex Muir
TSC1,Metabolic signaling,Alex Muir
SESN2,Metabolite sensing,Alex Muir
SESN1,Metabolite sensing,Alex Muir
C7ORF59,Metabolic signaling,Alex Muir
LAMTOR3,Metabolic signaling,Alex Muir
LAMTOR2,Metabolic signaling,Alex Muir
LAMTOR1,Metabolic signaling,Alex Muir
LAMTOR5,Metabolic signaling,Alex Muir
RHEB,Metabolic signaling,Alex Muir
CASTOR1,Metabolite sensing,Alex Muir
RRAGA,Metabolic signaling,Alex Muir
RRAGB,Metabolic signaling,Alex Muir
RRAGC,Metabolic signaling,Alex Muir
RRAGD,Metabolic signaling,Alex Muir
NPRL2,Metabolic signaling,Alex Muir
NPRL3,Metabolic signaling,Alex Muir
DEPDC5,Metabolic signaling,Alex Muir
RPTOR,Metabolic signaling,Alex Muir
KPTN,Metabolic signaling,Alex Muir
ITFG2,Metabolic signaling,Alex Muir
C12ORF66,Metabolic signaling,Alex Muir
SZT2,Metabolic signaling,Alex Muir
MIOS,Metabolic signaling,Alex Muir
WDR24,Metabolic signaling,Alex Muir
WDR59,Metabolic signaling,Alex Muir
SEH1L,Metabolic signaling,Alex Muir
SEC13,Metabolic signaling,Alex Muir
FLCN,Metabolic signaling,Alex Muir
FNIP2,Metabolic signaling,Alex Muir
GCN2,Metabolite sensing,Alex Muir
FFAR1,Metabolite sensing,Alex Muir
MVP,Vault,Alex Muir
OR51E2,Metabolite sensing,Alex Muir
OR51E1,Metabolite sensing,Alex Muir
MMS19,Metals,Alex Muir
CIAO1,Metals,Alex Muir
NARFL,Metals,Alex Muir
FAM96B,Metals,Alex Muir
FFAR4,Metabolite sensing,Alex Muir
HCAR1,Metabolite sensing,Alex Muir
TAS1R1,Metabolite sensing,Alex Muir
TAS1R3,Metabolite sensing,Alex Muir
BAG3,Glycolysis,Alex Muir
BMT2,Metabolite sensing,Alex Muir
CD38,NAD,Alex Muir
PQLC2,Small Molecule Transport,Alex Muir
UBIAD1,Ubiquinone,Alex Muir
TSPAN7,Small Molecule Transport,Alex Muir
ATE1,Metabolic enzyme modifying protein,Alex Muir
POLDIP2,Metabolite sensing,Alex Muir
FABP2,Small Molecule Transport,Alex Muir
FABP5,Small Molecule Transport,Alex Muir
SQSTM1,Autophagy,Alex Muir
MFSD12,Small Molecule Transport,Alex Muir
SIDT2,Small Molecule Transport,Alex Muir
GABARAP,Autophagy,Alex Muir
GABARAPL1,Autophagy,Alex Muir
GABARAPL2,Autophagy,Alex Muir
MAP1LC3A,Autophagy,Alex Muir
MAP1LC3B,Autophagy,Alex Muir
MAP1LC3C,Autophagy,Alex Muir
NFU1,Metals,Alex Muir
BLOC1S1,Autophagy,Alex Muir
PRKN,Mitochondrial morphology and function,Alex Muir
PINK1,Mitochondrial morphology and function,Alex Muir
PARK7,Mitochondrial morphology and function,Alex Muir
GC,Small Molecule Transport,Alex Muir
LAMP2,Autophagy,Alex Muir
SCARB2,Lipoproteins,Alex Muir
IREB2,Metals,Alex Muir
TFRC,Metals,Alex Muir
TFR2,Metals,Alex Muir
ATOX1,Metals,Alex Muir
LCN2,Metals,Alex Muir
LTF,Metals,Alex Muir
HEPHL1,Metals,Alex Muir
FTL,Metals,Alex Muir
TMPRSS6,Metals,Alex Muir
HAMP,Metals,Alex Muir
HFE,Metals,Alex Muir
HFE2,Metals,Alex Muir
APOOL,Lipoproteins,Alex Muir
SPRK2,Metabolic enzyme modifying protein,Alex Muir
RPS6KB1,Metabolic enzyme modifying protein,Alex Muir
CHAC1,Glutathione,Alex Muir
CHAC2,Glutathione,Alex Muir
MT1H,Metals,Alex Muir
MT1X,Metals,Alex Muir
MT1F,Metals,Alex Muir
MT1E,Metals,Alex Muir
MT1A,Metals,Alex Muir
MT2A,Metals,Alex Muir
MT1M,Metals,Alex Muir
MT1B,Metals,Alex Muir
MT3,Metals,Alex Muir
MT4,Metals,Alex Muir
MT1G,Metals,Alex Muir
NCOA4,Metals,Alex Muir
BNIP3,Mitochondrial morphology and function,Alex Muir
GPS2,Mitochondrial morphology and function,Alex Muir
TM6SF2,Lipid droplet,Alex Muir
GPRC6A,Metabolite sensing,Alex Muir
C9ORF72,Metabolite sensing,Alex Muir
SMCR8,Metabolite sensing,Alex Muir
WDR41,Metabolite sensing,Alex Muir
TM4SF5,Small Molecule Transport,Alex Muir
GRM3,Metabolite sensing,Alex Muir
ACP2,Other,"LysosomeDB, but not above"
ACP5,Other,"LysosomeDB, but not above"
ACPP,Other,"LysosomeDB, but not above"
ANPEP,Peptide degradation,"LysosomeDB, but not above"
SLC35F6,Small Molecule Transport,"LysosomeDB, but not above"
CTSA,Peptide degradation,"LysosomeDB, but not above"
CTSB,Peptide degradation,"LysosomeDB, but not above"
CTSC,Peptide degradation,"LysosomeDB, but not above"
CTSD,Peptide degradation,"LysosomeDB, but not above"
CTSE,Peptide degradation,"LysosomeDB, but not above"
CTSF,Peptide degradation,"LysosomeDB, but not above"
CTSG,Peptide degradation,"LysosomeDB, but not above"
CTSH,Peptide degradation,"LysosomeDB, but not above"
CTSK,Peptide degradation,"LysosomeDB, but not above"
CTSL1,Peptide degradation,"LysosomeDB, but not above"
CTSL2,Peptide degradation,"LysosomeDB, but not above"
CTSO,Peptide degradation,"LysosomeDB, but not above"
CTSS,Peptide degradation,"LysosomeDB, but not above"
CTSW,Peptide degradation,"LysosomeDB, but not above"
CTSZ,Peptide degradation,"LysosomeDB, but not above"
DPP4,Peptide degradation,"LysosomeDB, but not above"
DPP7,Peptide degradation,"LysosomeDB, but not above"
DRAM1,Autophagy,"LysosomeDB, but not above"
DRAM2,Autophagy,"LysosomeDB, but not above"
ENPEP,Peptide degradation,"LysosomeDB, but not above"
GPR143,Metabolite sensing,"LysosomeDB, but not above"
IFI30,Peptide degradation,"LysosomeDB, but not above"
LAPTM4A,Small Molecule Transport,"LysosomeDB, but not above"
LAPTM4B,Small Molecule Transport,"LysosomeDB, but not above"
LGMN,Peptide degradation,"LysosomeDB, but not above"
LMBRD1,B12,"LysosomeDB, but not above"
LRP1,Lipoproteins,"LysosomeDB, but not above"
LRP2,Lipoproteins,"LysosomeDB, but not above"
M6PR,Autophagy,"LysosomeDB, but not above"
IGF2R,Autophagy,"LysosomeDB, but not above"
OSTM1,Ion Transport,"LysosomeDB, but not above"
P2RY2,Metabolite sensing,"LysosomeDB, but not above"
PGCP,Peptide degradation,"LysosomeDB, but not above"
PLBD1,Membrane Lipid,"LysosomeDB, but not above"
PLBD2,Membrane Lipid,"LysosomeDB, but not above"
PSAP,Membrane Lipid,"LysosomeDB, but not above"
RNF152,Metabolite sensing,"LysosomeDB, but not above"
SERINC1,Membrane Lipid,"LysosomeDB, but not above"
SERINC2,Membrane Lipid,"LysosomeDB, but not above"
SERINC3,Membrane Lipid,"LysosomeDB, but not above"
SERINC4,Membrane Lipid,"LysosomeDB, but not above"
SERINC5,Membrane Lipid,"LysosomeDB, but not above"
SLC48A1,Small Molecule Transport,"LysosomeDB, but not above"
TMEM127,Lysosome,"LysosomeDB, but not above"
TMEM175,Ion Transport,"LysosomeDB, but not above"
TMEM55A,Membrane Lipid,"LysosomeDB, but not above"
TMEM55B,Membrane Lipid,"LysosomeDB, but not above"
TMEM63A,Ion Transport,"LysosomeDB, but not above"
TMEM97,Cholesterol,"LysosomeDB, but not above"
TSPAN1,Small Molecule Transport,"LysosomeDB, but not above"
VMA21,Proton Transport,"LysosomeDB, but not above"
PEX1,Peroxisome,"PeroxisomeDB, but not above"
PEX10,Peroxisome,"PeroxisomeDB, but not above"
PEX11A,Peroxisome,"PeroxisomeDB, but not above"
PEX11G,Peroxisome,"PeroxisomeDB, but not above"
PEX12,Peroxisome,"PeroxisomeDB, but not above"
PEX13,Peroxisome,"PeroxisomeDB, but not above"
PEX14,Peroxisome,"PeroxisomeDB, but not above"
PEX16,Peroxisome,"PeroxisomeDB, but not above"
PEX19,Peroxisome,"PeroxisomeDB, but not above"
PEX2,Peroxisome,"PeroxisomeDB, but not above"
PEX26,Peroxisome,"PeroxisomeDB, but not above"
PEX3,Peroxisome,"PeroxisomeDB, but not above"
PEX5L,Peroxisome,"PeroxisomeDB, but not above"
PEX5,Peroxisome,"PeroxisomeDB, but not above"
PEX6,Peroxisome,"PeroxisomeDB, but not above"
PEX7,Peroxisome,"PeroxisomeDB, but not above"
TMEM135,Mitochondrial morphology and function,"PeroxisomeDB, but not above"
PAFAH1B2,Other,"ERDB, but not above"
NPEPL1,Peptide degradation,"ERDB, but not above"
NTPCR,Nucleotide,"ERDB, but not above"
CHP1,Ion Transport,"ERDB, but not above"
LDAH,Cholesterol,"ERDB, but not above"
STBD1,Autophagy,"ERDB, but not above"
ANO10,Ion Transport,"ERDB, but not above"
ANO9,Ion Transport,"ERDB, but not above"
ANO8,Ion Transport,"ERDB, but not above"
ANO7,Ion Transport,"ERDB, but not above"
ANO6,Ion Transport,"ERDB, but not above"
ANO5,Ion Transport,"ERDB, but not above"
ANO4,Ion Transport,"ERDB, but not above"
ANO3,Ion Transport,"ERDB, but not above"
ANO2,Ion Transport,"ERDB, but not above"
ANO1,Ion Transport,"ERDB, but not above"
TKFC,Cofactor,"ERDB, but not above"
C11orf54,Other,"ERDB, but not above"
PBLD,Other,"ERDB, but not above"
SEC14L3,Membrane Lipid,"ERDB, but not above"
MMGT1,Ion Transport,"ERDB, but not above"
PRKACB,Metabolic enzyme modifying protein,"ERDB, but not above"
G3BP1,Stress granule,"ERDB, but not above"
G3BP2,Stress granule,"ERDB, but not above"
DCTPP1,Nucleotide,"ERDB, but not above"
SQOR,Sulfate,"ERDB, but not above"
OGFOD3,aKG dependent enzymes,"ERDB, but not above"
TMEM38B,Ion Transport,"ERDB, but not above"
LRRC8B,Ion Transport,"ERDB, but not above"
LRRC8A,Ion Transport,"ERDB, but not above"
LRRC8C,Ion Transport,"ERDB, but not above"
LRRC8D,Ion Transport,"ERDB, but not above"
LRRC8E,Ion Transport,"ERDB, but not above"
TXN,Redox,"ERDB, but not above"
ERLIN1,Cholesterol,"ERDB, but not above"
ERLIN2,Cholesterol,"ERDB, but not above"
AUP1,Lipid droplet,"ERDB, but not above"
HACD2,Membrane lipid,"ERDB, but not above"
STIM1,Ion Transport,"ERDB, but not above"
STIM2,Ion Transport,"ERDB, but not above"
SLC9A3R2,Small Molecule Transport,"ERDB, but not above"
GCHFR,BH4,"ERDB, but not above"
HACD3,Membrane lipid,"ERDB, but not above"
LDLRAP1,Lipoproteins,"ERDB, but not above"
SLC9A3R1,Ion transport,"ERDB, but not above"
TGM2,Other,"ERDB, but not above"
HDLBP,Cholesterol,"ERDB, but not above"
SELENBP1,Metabolite sensing,"ERDB, but not above"
ECSIT,Complex I,"ERDB, but not above"
APMAP,Other,"ERDB, but not above"
SELENOI,Membrane lipid,"ERDB, but not above"
GCN1,Metabolite sensing,"ERDB, but not above"
SORL1,Lipoproteins,"ERDB, but not above"
PDZK1,Small Molecule Transport,"ERDB, but not above"
TTPA,Small Molecule Transport,"ERDB, but not above"
LRPAP1,Lipoproteins,"ERDB, but not above"
SEC14L2,Small Molecule Transport,"ERDB, but not above"
GSTT2B,Glutathione,"ERDB, but not above"
C14orf1,Cholesterol,"ERDB, but not above"
TM9SF4,Proton transport,"ERDB, but not above"
ESYT2,Membrane lipid,"ERDB, but not above"
ESYT1,Membrane lipid,"ERDB, but not above"
TMCO1,Ion transport,"ERDB, but not above"
IFITM3,Membrane lipid,"ERDB, but not above"
PIEZO2,Ion transport,"ERDB, but not above"
TMEM109,Ion transport,"ERDB, but not above"
VMP1,Autophagy,"ERDB, but not above"
USMG5,Proton transport,"ERDB, but not above"
SAMD8,Metabolite sensing,"ERDB, but not above"
PM20D1,Proton transport,"ERDB, but not above"
ATG2A,Autophagy,"LipidDropletProteome, but not above"
CRACR2A,Ion transport,"LipidDropletProteome, but not above"
FAF2,Lipid droplet,"LipidDropletProteome, but not above"
NUS1,Glycan,"LipidDropletProteome, but not above"
PITPNB,Membrane Lipid,"LipidDropletProteome, but not above"
VPS13C,Mitochondrial morphology and function,"LipidDropletProteome, but not above"
WIPI2,Autophagy,"LipidDropletProteome, but not above"
