# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "10" "-p" "-O" "-M" "--fraction" "-F" "SAF" "-a" "230907_all_genebodies.saf" "-o" "230920_bd302_pol2_at_genebodies.txt" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam" "/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_DMSO_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_BRQ_1uM_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/220211VanA/mm10/results/bowtie2_bam/ERHoxa9_PolIIS2_E2wd_24h_aligned_sorted_rmdup_noblacklist.bam	/home/briando/data/files/211201Van/results/bowtie2_bam/IgG_dsDNA_Mixed_aligned_sorted_rmdup.bam
Txndc5	chr13	38500079	38528574	-	28496	437	308	221	97
4930470G03Rik	chr13	21440721	21445934	+	5214	47.50	42	25	14
Brd9	chr13	73938061	73960895	+	22835	400	347	177	84
Gm9828	chr13	98317319	98324415	+	7097	96	67	82	23
B230354K17Rik	chr17	45433848	45442544	+	8697	143	82.50	87	40.50
Gm16731	chr4	46536151	46539802	+	3652	68.50	86.50	33	8.50
Cdk20	chr13	64432564	64441773	+	9210	150	88	70	37
Golm1	chr13	59634626	59675561	-	40936	759.50	659	290	142
AW209491	chr13	14630404	14639096	+	8693	77.50	40	55.50	17
Dusp22	chr13	30660249	30711231	+	50983	444	314	277	173
Utp15	chr13	98246845	98262791	-	15947	265	223	159	50
Fam149b	chr14	20348412	20383491	+	35080	642	414	354	123
Kctd9	chr14	67716187	67742310	+	26124	397	474	240	67
Dock9	chr14	121542046	121797587	-	255542	2203	1710	1219	878
Gmpr2	chr14	55672191	55679200	+	7010	159	149.50	87.50	17
Abhd4	chr14	54254438	54270637	+	16200	248	160	137	56
Exoc5	chr14	49004090	49066403	-	62314	952	825.50	453	147.50
Chmp7	chr14	69717000	69732291	-	15292	210	167	140	62
Ankrd28	chr14	31698768	31830401	-	131634	3060	5486	2293	413
Mbnl2	chr14	120275919	120431697	+	155779	2063	2138	1518	477
Dph3	chr14	32080566	32085479	-	4914	122.50	160	65.50	33.50
Ppp1r3e	chr14	54872681	54877300	-	4620	117	98	72	21
Thtpa	chr14	55055195	55098986	+	43792	569.50	364	239	118.50
Rcbtb2	chr14	73123287	73207843	+	84557	1221	1483.50	918	274
Ppif	chr14	25694404	25700468	+	6065	126	115	55	24
Mycbp2	chr14	103113411	103346564	-	233154	4064	3281	1931	641
Ano6	chr15	95791093	95974751	+	183659	2368	2286	1464	626
Slc38a1	chr15	96571418	96642663	-	71246	2093	1545	931	250
Fam83h	chr15	76001093	76014086	-	12994	201	162	87	61
Gm27021	chr8	120608786	120667829	-	59044	361.50	358.00	189.50	88.00
Gm11715	chr11	107157658	107167150	+	9493	200	109.50	85	35
Scrib	chr15	76047158	76069534	-	22377	625	406	316	113
Prkaa1	chr15	5144111	5181899	+	37789	535	508	348	112
Sgsm3	chr15	80978015	81012290	+	34276	817	753	471	106
Mtbp	chr15	55557658	55626423	+	68766	800.50	518.50	450	193
Dennd3	chr15	73512810	73572242	+	59433	759	659	418	219
Card10	chr15	78775138	78802792	-	27655	348	315	181	121
Lmf2	chr15	89351004	89355409	-	4406	112	69	54	23
Nckap1l	chr15	103454044	103498810	+	44767	962	1009	492	144
Gm20498	chr12	81358860	81532655	-	173796	1122	777	670	256.50
Gm20716	chr2	168180986	168230114	-	49129	868.50	808	448	86
Espl1	chr15	102296516	102324357	+	27842	537	445	264	108
Gm28043	chr17	29615126	29703359	+	88234	735.66	608.16	379.00	127.33
Topors	chr4	40259601	40269600	-	10000	310	255	179	40
Sharpin	chr15	76347040	76350861	-	3822	233	180	122	20
Gga1	chr15	78877440	78894585	+	17146	513	631	305	82
Fbxo4	chr15	3965445	3979323	-	13879	130	100	76	42
AW549877	chr15	3982035	3995494	-	13460	177	170	98	39
Slc45a4	chr15	73577424	73645512	-	68089	1430	1421	637	268
Mfsd5	chr15	102279704	102281754	+	2051	36	37	28	14
Cggbp1	chr16	64852246	64859507	+	7262	294	327	146	22
Txndc11	chr16	11074911	11134400	-	59490	1407	1374	860	195
Zc3h7a	chr16	11136592	11176143	-	39552	1978	1820	1303	253
Rrn3	chr16	13780958	13814839	+	33882	816	682	443	114
Osbpl11	chr16	33185321	33243312	+	57992	849	801	459	194
Nsun3	chr16	62732444	62786568	-	54125	474	336	280	128
Rfc4	chr16	23113943	23127487	-	13545	1248	567.50	625.50	35.50
Ypel1	chr16	17069946	17087045	+	17100	508.50	463.50	297	73
Srl	chr16	4480216	4541566	-	61351	1035	752	467	223
Slc51a	chr16	32474504	32487629	-	13126	292.50	494	308.50	46
Sft2d1	chr17	8311352	8327442	+	16091	284	215	154	44
Stk38	chr17	28970880	29007745	-	36866	877	914	638	116
Gpsm3	chr17	34590056	34591754	+	1699	38.50	33	18	8
Pkdcc	chr17	83215542	83225070	+	9529	104	67	55	37
Tecr	chr8	83571698	83607721	-	36024	1037.50	1173	545.50	149
Ppcs	chr4	119418530	119422170	-	3641	68	38	36	19
Rab31	chr17	65651729	65772502	-	120774	2106	2773	1346	463
Nrm	chr17	35861568	35865402	+	3835	127.50	113	68.50	28
Scaf8	chr17	3115222	3198859	+	83638	1746	1761	990	244
Ankrd12	chr17	65965698	66076839	-	111142	1811	2028	1052	363
Wdr90	chr17	25844771	25861251	-	16481	399.50	356	221	64
Trip10	chr17	57249705	57263665	+	13961	251	251	125	63
Ift140	chr17	25016335	25099495	+	83161	1436	1224	705.50	336.50
Vmac	chr17	56713936	56717772	-	3837	310	229	111.50	26
AI413582	chr17	27563573	27565506	-	1934	326	293	187.50	15.50
Rpusd1	chr17	25727920	25731464	+	3545	75	48	41	14
Ticam1	chr17	56269319	56276536	-	7218	231	186	153	42
Dhx57	chr17	80238309	80290226	-	51918	700.50	507	388	173.50
Tcf19	chr17	35512734	35516574	-	3841	68	41	37	24
Oard1	chr17	48410264	48417266	+	7003	160	125	101	36
Unc119b	chr5	115122550	115134725	-	12176	478	397	267	95
Tnfaip8	chr18	49979677	50107173	+	127497	3570	4830	2568	379
Afap1l1	chr18	61730261	61786452	-	56192	807	682	411	236
Smim3	chr18	60474191	60501737	-	27547	548	630	295	116
Hmgxb3	chr18	61131277	61176800	-	45524	1037	1102.50	496	145.50
Kctd1	chr18	14968685	15151196	-	182512	2339	1566	1187	597
Slc39a3	chr10	81028538	81037176	-	8639	176	168	100	41
Arap3	chr18	37972628	37998719	-	26092	409	470	258	102
Slc39a6	chr18	24579881	24603567	-	23687	333	254	182	72.50
Gramd3	chr18	56400587	56503792	+	103206	1216	859	558	319
Me2	chr18	73769903	73815199	-	45297	742	660	467	171
Fbxo38	chr18	62504155	62548445	-	44291	761	680	426	134
Lars	chr18	42202298	42261944	-	59647	1101	736	750	185
Psmg2	chr18	67641849	67654162	+	12314	193	170	118	45
Wdr74	chr19	8736077	8740624	+	4548	181	124	118	27
Rrp12	chr19	41862851	41895923	-	33073	1036	970	552	198
Gpr137	chr19	6938057	6942230	-	4174	262.50	274	143.50	39
Btaf1	chr19	36926329	37012752	+	86424	2287	2061	1110	376
Uqcc3	chr19	8880014	8880673	-	660	75	40	28	12
Macrod1	chr19	7057060	7198057	+	140998	3865.50	3138.50	1893.50	925.50
Carns1	chr19	4164324	4175229	-	10906	287	313.50	152	56.50
AI837181	chr19	5425394	5427313	+	1920	58	70	60	26
Otub1	chr19	7198202	7206066	-	7865	342.50	341.50	209.50	52.50
Yars	chr4	129190010	129219607	+	29598	871	581	485	111.50
Psat1	chr19	15904678	15947087	-	42410	1435	962	728	235
Vps37c	chr19	10688985	10714627	+	25643	1082	997	553	168
Lpxn	chr19	12796443	12833807	+	37365	848	671	402	150
Trpt1	chr19	6996381	6999046	+	2666	349	426	224.50	18
Gbf1	chr19	46152759	46286510	+	133752	3333	2815	1918	681
AW112010	chr19	11047612	11055558	-	7947	127	82	75	39
Tm9sf3	chr19	41210844	41263747	-	52904	2134	1928	1366	227
Pdzd8	chr19	59297178	59345530	-	48353	2103	2083	1311	193
Exoc6	chr19	37521129	37684059	+	162931	3061	2689	1720	745
Fam111a	chr19	12545990	12589768	+	43779	1277	1582	701	233
Slc25a45	chr19	5878058	5885878	+	7821	264	299	182	56
Brms1	chr19	5041604	5049917	+	8314	225	195	151	62
Hat1	chr2	71389208	71441622	+	52415	930	784	508	197
Unc5a	chr13	54949661	55006018	+	56358	2335.50	1893.50	1316.50	259.50
Acaca	chr11	84129922	84401651	+	271730	4910	3921	2342	838
Atf5	chr7	44812256	44816408	-	4153	331	454	130	30
Eprs	chr1	185363294	185428360	+	65067	1757	1100	1058	182
Ssr1	chr13	37966605	37993967	-	27363	1084	858	636	86
Lgr4	chr2	109917897	110014257	+	96361	780	634	455	261
Arl2bp	chr8	94666850	94674425	+	7576	201	178	111	27
Wwp1	chr4	19608303	19708743	-	100441	790.50	969	583.50	199
Nt5c3	chr6	56882400	56923682	-	41283	450	333	263	116
Nod1	chr6	54923949	54972362	-	48414	565	567	332	177
Pi4kb	chr3	94974981	95006843	+	31863	1450	1230	851.50	109
Uap1	chr1	170141938	170174707	-	32770	411	387	216	91
Coro2a	chr4	46536937	46601952	-	65016	3116.50	2926.50	1014.50	253
Snrpd2	chr7	19149972	19153542	+	3571	62	64	50	16
Sf3b4	chr3	96172582	96177564	+	4983	138	111	83	26
Rnh1	chr7	141160326	141172607	-	12282	410	361	209	63
Slc12a6	chr2	112266075	112406319	+	140245	2340.50	2817	1474.50	399.50
Mrpl10	chr11	97041810	97049213	+	7404	138	104	84	34
Mrpl41	chr2	24974117	24974848	-	732	45	40	27	4
Mrpl30	chr1	37890727	37898535	+	7809	113	75	52	23
Rapgef1	chr2	29619970	29740978	+	121009	2699	2338	1387	488
Lgals2	chr15	78850860	78855279	-	4420	67	55	35	21
Haao	chr17	83831156	83847713	-	16558	274	264	112	64
Scamp1	chr13	94201310	94285607	-	84298	1110	839	571	290
Tm6sf1	chr7	81859251	81884434	+	25184	832	1113	392	106
Jmjd6	chr11	116837432	116843199	-	5768	240.50	163.50	134	22
Thoc5	chr11	4895570	4928867	+	33298	587	392	276	123
Mthfs	chr9	89210926	89377713	+	166788	1127	943.50	737	437.50
Mgat5	chr1	127205265	127488336	+	283072	3127	3213	2008	855
Chd4	chr6	125096231	125130591	+	34361	1297	1267	707	131
Celsr3	chr9	108826570	108852969	+	26400	529	572	311	116
Pom121	chr5	135376141	135394296	-	18156	627.50	516	304.50	117
Cdk9	chr2	32705784	32712826	-	7043	233	252	124	36
Pacs1	chr19	5133158	5272869	-	139712	3009	2345	1736	714
Ddb2	chr2	91211572	91236732	-	25161	313	300.50	190.50	90.50
Cdc20	chr4	118432901	118437102	-	4202	185.50	144	99	32
Gtpbp6	chr5	110103975	110107947	-	3973	221.50	234.50	82	26.50
Cenpf	chr1	189640606	189687836	-	47231	469	383	191	100
Ap4e1	chr2	127008967	127067909	+	58943	661	582	408	162
Ap1s2	chrX	163909267	163933666	+	24400	392	288	211	93
Srsf9	chr5	115327427	115333080	+	5654	256.50	181	143	28
Shmt2	chr10	127517123	127522194	-	5072	144	104	96	35
Slc14a1	chr18	78100091	78141869	-	41779	333	198	190	156
Camk2d	chr3	126596552	126846326	+	249775	2409	2012	1394	690
Cstf2	chrX	134059437	134086819	+	27383	473.50	326	238	113.50
Eif2b3	chr4	117019652	117087306	+	67655	1115	883	545	193
Skiv2l	chr17	34839228	34849960	-	10733	191	129.50	115	44.50
Olr1	chr6	129485244	129506915	-	21672	579	903	338	66
Pip4k2b	chr11	97715157	97744454	-	29298	768	664	412	133
Rnf216	chr5	142990893	143112744	-	121852	3812	4180	2074	620
Rnf144a	chr12	26306794	26415004	-	108211	1719	2453	894	398
Prkab2	chr3	97658443	97673812	+	15370	247	157	125	62
Med21	chr6	146642797	146650732	+	7936	155.50	136.50	100	34
Prkag2	chr5	24862744	25100392	-	237649	5401	5250	2720	1339
Baiap2	chr11	119943013	120006782	+	63770	1407	1734	867	299
Fermt3	chr19	6998958	7019219	-	20262	1392	1240	773.50	120
B3gnt5	chr16	19760458	19772753	+	12296	110	78	56	43
Eif4ebp3	chr18	36664310	36665917	+	1608	42.50	52	32	4.50
Slco4a1	chr2	180456495	180474867	+	18373	613	1463	466	93
Slco3a1	chr7	74275419	74554530	-	279112	1621	1322	985	795
U2af1	chr17	31647081	31658642	-	11562	367	282	188	62
Napg	chr18	62978081	62999450	+	21370	202	190	110	63
Napa	chr7	16098708	16117975	+	19268	426	436	254	100
Xrcc4	chr13	89774027	90089358	-	315332	2358.50	1993.50	1535	770.50
Taf9	chr13	100651593	100656060	+	4468	51	35	31	7
Atic	chr1	71557400	71579631	+	22232	349	278	203	81
Galnt2	chr8	119911091	124345724	+	4434634	56374.49	52102.66	29904.00	14338.17
Galnt7	chr8	57523828	57652782	-	128955	2023	1351	1045	424
Adamts7	chr9	90163319	90208071	+	44753	779	635.50	610	169
Adamts6	chr13	104288085	104496695	+	208611	1439	868	813	542
Ogt	chrX	101640310	101684351	+	44042	1052	976	622	185
Mthfd1	chr12	76255548	76319803	+	64256	1339	996	600	241
Ubxn8	chr8	33619586	33641717	-	22132	600	600	451.50	84
Fam50a	chrX	74313283	74320149	+	6867	127	86	71	38
Gm2788	chr7	48878208	48886608	+	8401	223.50	266.50	118	24
Gm13427	chr2	31676364	31688219	-	11856	434.50	255	189	27.50
Gm13205	chr4	148947492	148948664	-	1173	24	27	11.50	4.50
Npm3-ps1	chr6	85076442	85076719	+	278	8	1	4	2
Mat2b	chr11	40679314	40694953	-	15640	319	256	167	55
Slc35b3	chr13	38932136	38960625	-	28490	322	274	194	78
Fam210a	chr18	68260187	68300083	-	39897	721	626.50	376	112
Foxp1	chr6	98925338	99632126	-	706789	11056	10842.50	5050.50	1672.50
Rnpepl1	chr1	92911033	92920841	+	9809	192	203	118	50
Rnf187	chr11	58932288	58938666	-	6379	94	117	66	26
Atp6v1h	chr1	5070268	5162529	+	92262	1115	1113	753	228
Epsti1	chr14	77904489	78002657	+	98169	765	490	384	248
Dnajc9	chr14	20384638	20388660	-	4023	113	76	45	21
Ccdc86	chr19	10941481	10949016	-	7536	242	171	109.50	43
Cops8	chr1	90603231	90613341	+	10111	132	142	80	23
Gpt2	chr8	85492826	85527560	+	34735	544	398	340	141
Ccdc88a	chr11	29373908	29510808	+	136901	1376	1121	795	336
Edem2	chr2	155701677	155729225	-	27549	569	530	321	90
Pttg1ip	chr10	77581970	77598732	+	16763	345	413	210	81
Fam207a	chr10	77486661	77515535	-	28875	546	453	255	140
Card11	chr5	140872990	141000332	-	127343	761	780	634	606
Sft2d2	chr1	165174337	165194188	-	19852	336	293	199	72
Oxsr1	chr9	119238432	119322177	-	83746	1482	1107	725	275
Lyrm2	chr4	32800503	32801559	+	1057	19	10	13	6
Pnrc1	chr4	33245423	33289913	-	44491	765	790	412	133
Mex3b	chr7	82867583	82871515	+	3933	68	61	30	20
Ston2	chr12	91633009	91786186	-	153178	1797	2375	1162	530
Ccdc122	chr14	77037022	77112257	+	75236	615.50	465	348	222
Jmjd1c	chr10	67096375	67256326	+	159952	2969	2847.50	1588	479.50
Ibtk	chr9	85687360	85749084	-	61725	1086	838	568	193
Rdh13	chr7	4424770	4445399	-	20630	289	219	154	80
Mtrf1l	chr10	5811887	5823660	-	11774	222	188	133	30
Ankhd1	chr18	36560237	36665917	+	105681	2554.50	2492	1414	303.50
Atad3a	chr4	155740641	155760843	-	20203	676	512	331	106
Fam72a	chr1	131528153	131539872	+	11720	224	209	132	40
Tbcd	chr11	121452199	121617164	+	164966	2871	2324	1412	524
Nusap1	chr2	119618548	119651244	+	32697	755	739	344.50	97
Aida	chr1	183297299	183325476	+	28178	607	568.50	329	205.50
Rcc2	chr4	140700791	140723220	+	22430	1419	863	560	107
Cdca2	chr14	67676331	67715591	-	39261	1030	954	514	127
Smim13	chr13	41250094	41276577	+	26484	275	195	175	84
Rnf169	chr7	99920254	99980198	-	59945	1251	1494	709	208
Trmt10a	chr3	138143698	138159821	+	16124	394	365	192	64
Zzz3	chr3	152395723	152462826	+	67104	1913	1928	990	206
Ppp1r15b	chr1	133131393	133139783	+	8391	372	351	214	31
Irak2	chr6	113638717	113695026	+	56310	871	1320	688	205
E2f8	chr7	48866429	48881346	-	14918	406.50	474.50	238	49
Tpr	chr1	150393088	150449935	+	56848	1509	1559	802.50	142
Tbc1d10c	chr19	4168742	4191034	-	22293	726	732.50	455	134.50
Ciapin1	chr8	94819804	94838108	-	18305	437	418	311	76
Nabp1	chr1	51465862	51478175	-	12314	223	146	132	32
Sp110	chr1	85576899	85598567	-	21669	527	445	385	160
Pfdn4	chr2	170496678	170519123	+	22446	256	166	117	90
Dnaaf2	chr12	69182834	69204017	-	21184	616.50	460.50	294.50	60.50
Exosc4	chr15	76327647	76330677	+	3031	64.50	71.50	37	13.50
Ints5	chr19	8889176	8897888	+	8713	317.33	237.83	192.50	46.33
Sephs1	chr2	4881814	4910557	+	28744	493	409	246	109
Fbxw17	chr13	50418114	50433780	+	15667	78	81	41	55
Rars2	chr4	34615207	34660167	+	44961	700	449	423	145
Rbm15b	chr9	106880918	106887178	-	6261	217	129	85.50	14
Slc30a9	chr5	67307205	67358443	+	51239	1286	1068	742	195
Uhrf2	chr19	30030763	30093722	+	62960	1453	1130	707	229
Supt3	chr17	44777402	45119290	+	341889	3088	2083	1766.50	889.50
Mmadhc	chr2	50279881	50296551	-	16671	242	241	172	43
Mmaa	chr8	79263598	79294687	-	31090	347	231	191	116
Gins4	chr8	23226616	23237409	-	10794	235	147	106	35
Chd9	chr8	90828602	91054516	+	225915	3876	3597	1769	729
Mlec	chr5	115142981	115157929	-	14949	1079	1201	651	91
Ube2q2	chr9	55149104	55207529	+	58426	949	657	480	163
3010003L21Rik	chr6	148945117	148947129	+	2013	204	151	62	16
Atl3	chr19	7494290	7539674	+	45385	1039	933	638	216
Trip11	chr12	101834043	101913017	-	78975	1279	1422	806	249
Ms4a7	chr19	11321039	11335896	-	14858	171	117	79	63
Fam118b	chr9	35216965	35267555	-	50591	617.50	485.50	380	109
Sccpdh	chr1	179668460	179687189	+	18730	217	133	107	70
Mbd5	chr2	48949758	49325405	+	375648	3678.50	3704.50	2594.50	924
Kif24	chr4	41390745	41464637	-	73893	1433	1266	751	241
Tspan9	chr6	127961396	128143344	-	181949	2135	1471	1040	758
Rlf	chr4	121145373	121214834	-	69462	909	753	656	211
Ssc4d	chr5	135960211	135974281	-	14071	720	878	259	107
Prr5	chr15	84669870	84703673	+	33804	466	294	201	137
Actr5	chr2	158625138	158639211	+	14074	269	206	156	55
R3hdm4	chr10	79910052	79920958	-	10907	244	290	133	58
Orai1	chr5	123015324	123030456	+	15133	1012	1219	473	116
Rnf20	chr4	49632256	49656887	+	24632	352	259	165	69
Pkn2	chr3	142790902	142881754	-	90853	2236	1940	1225	211
Ankrd39	chr1	36537507	36547195	-	9689	196	169	92	43
Sri	chr5	8046328	8069379	+	23052	323	245	210	104
Acy1	chr9	106432981	106438069	-	5089	403	236	155	27
Txlna	chr4	129626078	129640815	-	14738	459	458	240	67
Cyb5a	chr18	84838954	84879871	+	40918	374	360	239	128
Ampd2	chr3	108074062	108086401	-	12340	516.50	465	291.50	61.50
Hyal3	chr9	107581068	107587359	+	6292	212	167	110	32
Arrb1	chr7	99535716	99606771	+	71056	1275	1198	682	300
Itga1	chr13	114953096	115101714	-	148619	921.50	603	510.50	415
Actn1	chr12	80167547	80260121	-	92575	1269	1185	638	372
Cyb5r3	chr15	83153494	83172342	-	18849	294	260	185	73
Blvra	chr2	127070915	127097084	+	26170	416	328	231	89
Pgm3	chr9	86554377	86571592	-	17216	251	170	124	53
Glo1	chr17	30584936	30626621	-	41686	204	164.50	120	70.50
Cbr3	chr16	93683465	93690990	+	7526	71	43	49	29
Braf	chr6	39603237	39725213	-	121977	1461.50	1301.50	938	312
Mzf1	chr7	13042303	13054514	-	12212	270	154	141	54
Asl	chr5	130011258	130028997	-	17740	423	315	241	97.50
Cela1	chr15	100674421	100687671	-	13251	261	199	128	60
Rap1a	chr3	105727267	105801086	-	73820	1753	1674	1109	220
Zfp91	chr19	12767020	12795876	-	28857	1254	1106	672	132
Zbtb25	chr12	76347782	76369352	-	21571	549	370	289	91
Abr	chr11	76416734	76623308	-	206575	4038	4946	2282	769
Art4	chr6	136848451	136857483	-	9033	112	99	62	33
Art3	chr5	92332077	92414628	+	82552	1883.50	1508	868	447
Gusb	chr5	129989011	130002799	-	13789	773	563	429	98
Tpgs1	chr10	79669619	79676127	+	6509	109	95	65	31
Kif22	chr7	127027729	127042221	-	14493	499	330	265	59
Dek	chr13	47084775	47105951	-	21177	537	493.50	291	59.50
Dut	chr2	125247440	125258608	+	11169	329	299	179	50
Pygb	chr2	150786985	150831758	+	44774	796	688	404	178
Dnah1	chr14	31260375	31323646	-	63272	1101	998	589	263
Phka2	chrX	160502416	160598878	+	96463	1567	1498	783	427
Pygl	chr12	70190811	70231238	-	40428	496	546	350	152
Nop2	chr6	125132159	125144753	+	12595	640	354	300	50
Mpi	chr9	57544256	57552513	-	8258	255	188	130	35
Ehmt2	chr17	34898719	34914052	+	15334	485	364	268	63
Raf1	chr6	115618067	115676385	-	58319	1363.50	1246	781.50	188.50
Gpr18	chr14	121911253	121915531	-	4279	30.50	19	14	6
Slc35b1	chr11	95384942	95391776	+	6835	215	233	173	16
Manba	chr3	135485861	135571404	+	85544	1445	1427	939	248
Ggct	chr6	54982580	54992700	-	10121	165	135	84	40
Fdps	chr3	89093588	89101709	-	8122	155	266.50	100.50	13.50
Dgkg	chr16	22468461	22656971	-	188511	3834	4375	3720	630
Akr7a5	chr4	139310994	139318426	+	7433	149	134	89	44
Pgd	chr4	149149991	149166521	-	16531	937	1731	751	69
Tmbim6	chr15	99393132	99410049	+	16918	623	628	494	66
Triobp	chr15	78947974	79005869	+	57896	1307	1412	715	249
Msra	chr14	64122625	64455653	-	333029	3480	3495	2107	1081
Bcr	chr10	75060842	75184921	+	124080	2480	2398	1240	456
Cox6b1	chr7	30616861	30625901	-	9041	129	125	79	28
Pp2d1	chr17	53507460	53539201	-	31742	525	390	301	99
Dync2h1	chr9	6928503	7184196	-	255694	1963	1264	1200	634
Sec13	chr6	113728062	113740493	-	12432	366	314	269	38
Shroom2	chrX	152609509	152769215	-	159707	1501	1054	822	695
Pde4c	chr8	70723970	70751186	+	27217	468	492	277	127
Qdpr	chr5	45434021	45449986	-	15966	316	209	163	75
Pigh	chr12	79080664	79089401	-	8738	100	69	63	29
Acat1	chr9	53580522	53610132	-	29611	603	402	308	85
Ly6a	chr15	74994877	74997781	-	2905	26	20	17	9
Acat2	chr17	12942890	12960497	-	17608	607	601	276	63
Hivep1	chr13	42052271	42185026	+	132756	1568	1245	819	379
Dgkq	chr5	108646693	108669422	-	22730	601	555	287.50	110.50
H2-Q6	chr17	35425100	35430055	+	4956	115	154	59	42
Prdm2	chr4	143107391	143212745	-	105355	1442	1492	927	350
Arhgef28	chr13	97899469	98206189	-	306721	2833	2594	1564	1067
Fntb	chr12	76765839	76921412	+	155574	1740	1158.50	953.50	498.50
Hdlbp	chr1	93405940	93478565	-	72626	2034	2104	1091	234
Atxn3	chr12	101918901	101957996	-	39096	671	627	378	118
Prps2	chrX	167346322	167382499	-	36178	500	313	240	194
Rps6ka3	chrX	159210557	159368244	+	157688	2322	1883	1177	611
Aldh7a1	chr18	56524722	56572701	-	47980	421.50	236	185	140
Chaf1b	chr16	93884151	93906115	+	21965	439	344	232	78
Cse1l	chr2	166906290	166946389	+	40100	1245	1246	708	151
Nr3c2	chr8	76899692	77245012	+	345321	2085	1374	1373	930
Cebpe	chr14	54710360	54711924	-	1565	41	31	39	16
Tshz1	chr18	84011627	84087456	-	75830	882	522	411	231
Srsf1	chr11	88047623	88053755	+	6133	396	413	186	22
Pwp2	chr10	78170909	78184899	-	13991	345	256	207	67
Pcca	chr14	122534574	122891100	+	356527	2872	1949.50	1641	898
Etfb	chr7	43444333	43463587	+	19255	418.50	311	208	77
Lims1	chr10	58323716	58424691	+	100976	1946	2686	1281	316
Etfa	chr9	55454508	55511993	-	57486	842	668	455	156
Kcnq3	chr15	65986387	66286392	-	300006	2031	1845	1242	865
Slc18a1	chr8	69037711	69088985	-	51275	476.50	341.50	262.50	148.50
Cds2	chr2	132263398	132312050	+	48653	663	687	473	191
Hspa13	chr16	75745431	75766854	-	21424	262	221	152	67
Hlcs	chr16	94128882	94313313	-	184432	1987	1576	1126	641
Rpl10	chrX	74271062	74273135	+	2074	111	72.50	70.50	10
M1ap	chr6	82947152	83030309	+	83158	1100	1015	579	284
Nudt19	chr7	35547185	35556054	-	8870	145	146	60	33
Tars	chr15	11382301	11399415	-	17115	244	189	162	59
Mbd6	chr10	127281956	127288768	-	6813	374	291.50	238	27
Erc1	chr6	119570796	119847917	-	277122	2710	1894	1398	816
Pecr	chr1	72259167	72284064	-	24898	262	207	180	82
Dxo	chr17	34837269	34839233	+	1965	50	45.50	35	9.50
Egln1	chr8	124908587	124949074	-	40488	964	838	529	163
Egln2	chr7	27158658	27166552	-	7895	243	245	149	50
Egln3	chr12	54178981	54203610	-	24630	1857	1602	868	108
Gm20517	chr17	47611839	47683861	+	72023	913.50	795	487.50	146
Aatk	chr11	120007313	120046917	-	39605	1095	1546	713	157
Abca1	chr4	53030787	53159645	-	128859	1383	1734	777	475
Abca2	chr2	25428953	25448540	+	19588	448	527	219	99
Abcb7	chrX	104280657	104413606	-	132950	1571	1352	886	497
Abcg1	chr17	31057925	31117988	+	60064	939	1010	485	254
Abi1	chr2	22940073	23039991	-	99919	1965.50	2061.50	1263.50	297
Abl1	chr2	31688626	31804227	+	115602	2291	1693.50	1013	436
Abl2	chr1	156559036	156649568	+	90533	1810	1574	880	297
Acadl	chr1	66830839	66863027	-	32189	495	649	320	99
Acadm	chr3	153922357	153944382	-	22026	456	338	264	68
Acadvl	chr11	70010183	70015161	-	4979	164	180	61	25
Acaa1a	chr9	119339926	119350299	+	10374	265.50	371.50	109	47.50
Acads	chr5	115110299	115119096	-	8798	266	237.50	152	57
Atp6v0b	chr4	117884326	117887083	-	2758	93	74	42	14
Slc33a1	chr3	63933507	63964518	-	31012	539	440	343	75
Asic1	chr15	99670618	99701130	+	30513	427	315	179	121
Ache	chr5	137287769	137294466	+	6698	532.50	328	236	53
Aipl1	chr11	72027963	72037259	-	9297	110	63	40	32
Dok4	chr8	94863828	94876080	-	12253	250	230	114	44
Macf1	chr4	123349633	123684110	-	334478	4783	3931	2455	1102
Aco1	chr4	40143331	40198338	+	55008	809	905	388	191
Aco2	chr15	81872559	81915133	+	42575	919.50	776	456	102
Acox1	chr11	116171888	116198795	-	26908	514	544.50	351.50	85
Acp1	chr12	30893326	30911339	-	18014	172	114	105	38
Acp2	chr2	91203135	91214098	+	10964	158	160.50	104.50	46.50
Chrnb1	chr11	69784036	69795693	-	11658	249	347	150.50	47
Chrnb2	chr3	89746195	89764382	-	18188	408	368	219.50	63.50
Zbtb21	chr16	97947435	97962372	-	14938	120.50	100.50	75.50	33.50
